index,text,duration
557,"            node = Seq([map_all_for_node(child, f) for child in children])\n",0.023465666
558,"        case Choice(children):\n",0.00997025
559,"            node = Choice([map_all_for_node(child, f) for child in children])\n",0.025859584
560,"        case Repeat1(child):\n",0.009191875
561,"            node = Repeat1(map_all_for_node(child, f))\n",0.024218334
562,"        case _:\n",0.006152583
563,"            node = node\n",0.00784525
564,"    node = f(node)\n",0.013155791
565,"    return node\n",0.005571542
566,"\n",0.001031166
567,"\n",0.0009865
568,"def map_all(rules: dict[Ref, Node], f: Callable[[Node], Node]) -> dict[Ref, Node]:\n",0.030378542
569,"    return {ref: map_all_for_node(node, f) for ref, node in rules.items()}\n",0.019413542
570,"\n",0.000981791
571,"\n",0.000955959
572,"def ensure_lasts_for_node(node: Node, includes: set[Ref | Term | EpsExternal], nullable_rules: set[Ref]) -> Node:\n",0.041020333
573,"    match node:\n",0.006433667
574,"        case Seq(children):\n",0.004208125
575,"            raise NotImplementedError\n",0.010597333
576,"        case Choice(children):\n",0.009776334
577,"            return Choice([ensure_lasts_for_node(child, includes, nullable_rules) for child in children])\n",0.034964
578,"        case Repeat1(child):\n",0.009174959
579,"            return seq(repeat0(child), ensure_lasts_for_node(child, includes, nullable_rules))\n",0.036681625
580,"        case Ref(_) | Term(_) | EpsExternal(_):\n",0.01303775
581,"            return node\n",0.008278708
582,"\n",0.00154125
583,"\n",0.001471792
584,"def ensure_firsts_for_node(node: Node, includes: set[Ref | Term | EpsExternal], nullable_rules: set[Ref]) -> Node:\n",0.061486916
585,"    raise NotImplementedError\n",0.008936958
586,"\n",0.001036208
587,"\n",0.000954083
588,"def forbid_lasts_for_node(node: Node, excludes: set[Ref | Term | EpsExternal], nullable_rules: set[Ref]) -> Node:\n",0.0408175
589,"    all_leaves = set(leaf for leaf in iter_nodes(node) if isinstance(leaf, Ref | Term | EpsExternal))\n",0.026444625
590,"    includes = all_leaves - excludes\n",0.010797833
591,"    return ensure_lasts_for_node(node, includes, nullable_rules)\n",0.019282334
592,"\n",0.001014959
593,"\n",0.001000125
594,"def forbid_firsts_for_node(node: Node, excludes: set[Ref | Term | EpsExternal], nullable_rules: set[Ref]) -> Node:\n",0.040896583
595,"    all_leaves = set(leaf for leaf in iter_nodes(node) if isinstance(leaf, Ref | Term | EpsExternal))\n",0.028028458
596,"    includes = all_leaves - excludes\n",0.010978541
597,"    return ensure_firsts_for_node(node, includes, nullable_rules)\n",0.0194525
598,"\n",0.000996875
599,"\n",0.000985333
600,"def forbid_follows_for_node(node: Node, first: Ref | Term | EpsExternal, forbidden_follows: set[Ref | Term | EpsExternal], nullable_rules: set[Ref], null_rules: set[Ref]) -> Node:\n",0.069114625
601,"    try:\n",0.004291458
602,"        match node:\n",0.006899667
603,"            case Seq(children):\n",0.004506167
604,"                children = children.copy()\n",0.0143115
605,"                for i, child in enumerate(children):\n",0.0175575
606,"                    lasts_for_child = get_lasts_for_node(child, nullable_rules)\n",0.035228
607,"                    # Decide whether to trigger\n",0.008707834
608,"                    if first in lasts_for_child:\n",0.015712959
609,"                        # Put the subsequent `children[i + 1:]` in a new sequence called `rest`, and call the current one (`children[i]`) `child`.\n",0.004032791
610,"                        #\n",0.003245
611,"                        # Replace the rest of this node with `seq(child, rest)`.\n",0.003577583
612,"                        #\n",0.003231625
613,"                        # Rewrite `seq(child, rest)` as a `choice(seq(child0, rest0), seq(child1, rest` where:\n",0.003742584
614,"                        #\n",0.00314325
615,"                        # - `child0` is a variant of `child` that hits `first` last and `rest0` is a variant of `rest` that doesn't hit anything in `forbidden_follows` first\n",0.004079417
616,"                        # - `child1` is a variant of `child` that doesn't hit `first` last\n",0.003588375
617,"                        #\n",0.003145
618,"                        # To make it clearer how this works, we can explicitly write out all four cases for `seq(child, rest)`:\n",0.003878709
619,"                        #\n",0.003149958
620,"                        # 1. `child` hits `first` last and `rest` hits anything in `forbidden_follows` first\n",0.003710667
621,"                        # 2. `child` hits `first` last and `rest` hits doesn't hit anything in `forbidden_follows` first\n",0.003744833
622,"                        # 4. `child` doesn't hit `first` last and `rest` hits anything in `forbidden_follows` first\n",0.003731417
623,"                        # 3. `child` doesn't hit `first` last and `rest` doesn't hit anything in `forbidden_follows` first\n",0.003711833
624,"                        #\n",0.003210458
625,"                        # The case we want to eliminate is case 1 where a `forbidden_follow` follows the `first`. So, we eliminate case 1.\n",0.003821292
626,"                        #\n",0.003198459
627,"                        # To show how case 3 and 4 can be merged, let's denote\n",0.003476875
628,"                        #\n",0.00312225
629,"                        # - '`child` hits `first` last' by 'A'\n",0.0033815
630,"                        # - '`child` doesn't hit `first` last' by 'not A'\n",0.003403416
631,"                        # - '`rest` hits anything in `forbidden_follows` first' by 'B'.\n",0.003499
632,"                        # - '`rest` doesn't hit anything in `forbidden_follows` first' by 'not B'.\n",0.003636291
633,"                        #\n",0.003140458
634,"                        # Case 3 is of the form 'not A and B', while case 4 is of the form 'not A and not B', so we can merge them into a single case\n",0.003938167
635,"                        # of the form:\n",0.003178625
636,"                        #\n",0.003227584
637,"                        # '(not A and B) or (not A and not B)' which is equivalent to\n",0.003567958
638,"                        # 'not A and (B or not B)', which is equivalent to\n",0.003491875
639,"                        # 'not A'\n",0.00317825
640,"                        #\n",0.003101
641,"                        # 'not A' is just '`child` doesn't hit `first` last'. So, putting our merged version of case 3 and 4 together with case 1 gives us:\n",0.00396225
642,"                        #\n",0.003173083
643,"                        # - `child0` is a variant of `child` that hits `first` last and `rest0` is a variant of `rest` that doesn't hit anything in `forbidden_follows` first\n",0.004087709
644,"                        # - `child1` is a variant of `child` that doesn't hit `first` last\n",0.003522166
645,"                        rest = Seq(children[i + 1:])\n",0.017828667
646,"\n",0.002111083
647,"                        child0 = forbid_lasts_for_node(child, forbidden_follows, nullable_rules)\n",0.057203125
648,"                        child1 = ensure_lasts_for_node(child, forbidden_follows, nullable_rules)\n",0.052424542
649,"\n",0.002072917
650,"                        rest0 = ensure_firsts_for_node(rest, forbidden_follows, nullable_rules)\n",0.051930167
651,"\n",0.002148458
652,"                        new_node = choice(\n",0.022474542
653,"                            seq(child0, rest0),\n",0.02474825
654,"                            seq(child1, rest),\n",0.019465458
655,"                        )\n",0.010570667
656,"                        new_node = forbid_follows_for_node(new_node, first, forbidden_follows, nullable_rules, null_rules)\n",0.071211208
657,"                        children = [children[:i], new_node]\n",0.035008875
658,"                        return Seq(children)\n",0.024163375
659,"                return Seq(children)\n",0.039975708
660,"            case Choice(children):\n",0.011407292
661,"                return Choice([forbid_follows_for_node(child, first, forbidden_follows, nullable_rules, null_rules) for child in children])\n",0.055378583
662,"            case Repeat1(child):\n",0.010971708
663,"                return Repeat1(forbid_follows_for_node(child, first, forbidden_follows, nullable_rules, null_rules))\n",0.05631775
664,"            case Ref(_) | Term(_) | EpsExternal(_):\n",0.014743833
665,"                return node\n",0.008491083
666,"            case Lookahead(_):\n",0.010546708
667,"                return node\n",0.008990541
668,"            case _:\n",0.007813417
669,"                raise ValueError(f""Unexpected node: {node}"")\n",0.013103834
670,"    except ValueError as e:\n",0.012110083
671,"        e.add_note(f""Error while forbidding follows for {node} with first {first} and forbidden follows {forbidden_follows}"")\n",0.032245334
672,"        raise\n",0.012788917
673,"\n",0.001618875
674,"\n",0.00178125
675,"def forbid_follows(rules: dict[Ref, Node], forbidden_follows_table: dict[Ref | Term | EpsExternal, set[Ref | Term | EpsExternal]]) -> dict[Ref, Node]:\n",0.103473125
676,"    nullable_rules = get_nullable_rules(rules)\n",0.021132833
677,"    null_rules = get_null_rules(rules)\n",0.016971167
678,"    firsts = get_firsts2(rules)\n",0.014032875
679,"    lasts = get_lasts(rules)\n",0.012362542
680,"\n",0.001212917
681,"    # Expand the forbidden follows table\n",0.00426225
682,"    while True:\n",0.00651125
683,"        updated = False\n",0.011281584
684,"        for first, forbidden_follows in list(forbidden_follows_table.items()):\n",0.038679167
685,"            for ref, last_set in lasts.items():\n",0.016437667
686,"                if first in last_set:\n",0.010615834
687,"                    # if len(last_set) > 1:\n",0.004988666
688,"                    #     raise ValueError(f""Cannot forbid follows for {ref} with first {first} and forbidden follows {forbidden_follows} because the last set {last_set} for this rule has more than one last (how would we disambiguate?)"")\n",0.036262625
689,"                    # The rule for ref can end with the first for this row in the forbidden follows table.\n",0.016409792
690,"                    # Any follows that are forbidden ƒor this first must also be forbidden for this ref.\n",0.016026792
691,"                    updated |= update_set(forbidden_follows_table.setdefault(ref, set()), forbidden_follows)\n",0.060333709
692,"            for forbidden_follow in list(forbidden_follows):\n",0.090381375
693,"                if forbidden_follow in firsts:\n",0.015928
694,"                    updated |= update_set(forbidden_follows, firsts[forbidden_follow])\n",0.042650958
695,"        if not updated:\n",0.0270545
696,"            break\n",0.008791625
697,"\n",0.002030084
698,"    for ref in tqdm(rules.keys(), desc=""Forbidding follows""):\n",0.040963625
699,"        for first, forbidden_follows in forbidden_follows_table.items():\n",0.033809042
700,"            rules[ref] = forbid_follows_for_node(rules[ref], first, forbidden_follows, nullable_rules, null_rules)\n",0.061278542
701,"        rules[ref] = rules[ref].simplify()\n",0.042867541
702,"    return rules\n",0.012464667
703,"\n",0.00105125
704,"\n",0.001027042
705,"@dataclass\n",0.005221
706,"class Seq(Node):\n",0.002897583
707,"    children: list[Node]\n",0.011858875
708,"\n",0.001099667
709,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.016791459
710,"        if len(self.children) == 0:\n",0.01209525
711,"            return self, fail()\n",0.012138916
712,"        else:\n",0.010517959
713,"            first, recursive = self.children[0].decompose_on_left_recursion(ref)\n",0.033271916
714,"            return Seq([first, *self.children[1:]]), Seq([recursive, *self.children[1:]])\n",0.028905625
715,"\n",0.002217958
716,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.052233125
717,"        if len(self.children) == 0:\n",0.011574709
718,"            return self\n",0.010191208
719,"        else:\n",0.010328375
720,"            self.children[0] = self.children[0].replace_left_refs(replacements)\n",0.036187375
721,"            return self\n",0.011842834
722,"\n",0.002528792
723,"    def simplify(self) -> Node:\n",0.022374042
724,"        # Simplify children\n",0.004489875
725,"        children = [child.simplify() for child in self.children]\n",0.02537475
726,"        # If there are any fail() children, then the whole thing is fail()\n",0.008089084
727,"        if any(child == fail() for child in children):\n",0.015700083
728,"            return fail()\n",0.011121625
729,"        # Remove any eps() children\n",0.007773
730,"        children = [child for child in children if child != eps()]\n",0.037880167
731,"\n",0.001756833
732,"        _children = []\n",0.011000917
733,"        for child in children:\n",0.010753666
734,"            if isinstance(child, Seq):\n",0.0173215
735,"                _children.extend(child.children)\n",0.024170333
736,"            else:\n",0.013414458
737,"                _children.append(child)\n",0.021775667
738,"        children = _children\n",0.032521
739,"\n",0.001587083
740,"        # Merge any subsequences like these into `Repeat1(A)`\n",0.007193041
741,"        #   - A Choice([Repeat1(A), Eps()])\n",0.006013625
742,"        #   - Choice([Repeat1(A), Eps()]) A\n",0.006120458
743,"        #   - A Repeat1(A)\n",0.004908875
744,"        #   - Repeat1(A) A\n",0.004885
745,"        # Keep going until there's no more changes.\n",0.006879208
746,"        while True:\n",0.008133834
747,"            for (ix, x), (iy, y) in zip(enumerate(children), enumerate(children[1:], start=1)):\n",0.042907834
748,"                match (x, y):\n",0.01217125
749,"                    case (A1, Choice([Repeat1(A2), Seq([])])) if A1 == A2:\n",0.016235708
750,"                        children[ix] = Repeat1(A1)\n",0.027564084
751,"                        children.pop(iy)\n",0.0296255
752,"                    case (Choice([Repeat1(A2), Seq([])]), A1) if A1 == A2:\n",0.050219167
753,"                        children[iy] = Repeat1(A1)\n",0.027339792
754,"                        children.pop(ix)\n",0.030000166
755,"                    case (A1, Repeat1(A2)) if A1 == A2:\n",0.037006458
756,"                        children[ix] = Repeat1(A1)\n",0.027456875
757,"                        children.pop(iy)\n",0.030142958
758,"                    case (Repeat1(A2), A1) if A1 == A2:\n",0.038981958
759,"                        children[iy] = Repeat1(A1)\n",0.027076416
760,"                        children.pop(ix)\n",0.029681042
761,"                    case _:\n",0.020763208
762,"                        continue\n",0.014635375
763,"                break\n",0.021567208
764,"            else:\n",0.014235917
765,"                break\n",0.00936675
766,"\n",0.002695042
767,"        match children:\n",0.025650125
768,"            case []:\n",0.002790375
769,"                return eps()\n",0.011513583
770,"            case [child]:\n",0.021282708
771,"                return child\n",0.01182575
772,"            case _:\n",0.010002166
773,"                return Seq(children)\n",0.016002334
774,"\n",0.002233875
775,"    def __str__(self) -> str:\n",0.021025583
776,"        match self:\n",0.008602917
777,"            case Seq([]):\n",0.00409825
778,"                return '\u001b[90meps\u001b[0m()'\n",0.010569834
779,"            case Seq([x0, Choice([Repeat1(Seq([sep, x1])), Seq([])])]) if x0 == x1:\n",0.00460925
780,"                return f'\u001b[32msep1\u001b[0m({str(x0)}, {str(sep)})'\n",0.013883208
781,"            case default:\n",0.001249042
782,"                return f'\u001b[32mseq\u001b[0m({"", "".join(str(child) for child in self.children)})'\n",0.027778083
783,"\n",0.000077792
784,"\n",0.000110542
785,"class DumbHashable[T]:\n",0.001116666
786,"    value: T\n",0.000628959
787,"    def __init__(self, value: T): self.value = value\n",0.002505792
788,"    def __hash__(self): return hash(type(self.value))\n",0.002573083
789,"    def __eq__(self, other): return self.value == other.value\n",0.002920708
790,"\n",0.000074167
791,"\n",0.000071875
792,"@dataclass\n",0.00053675
793,"class Choice(Node):\n",0.000956459
794,"    children: list[Node]\n",0.001329625
795,"\n",0.000066084
796,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.003475583
797,"        firsts, recursives = [], []\n",0.001708209
798,"        for child in self.children:\n",0.001699291
799,"            first, recursive = child.decompose_on_left_recursion(ref)\n",0.003446375
800,"            firsts.append(first)\n",0.001551792
801,"            recursives.append(recursive)\n",0.001934375
802,"        return Choice(firsts), Choice(recursives)\n",0.002339792
803,"\n",0.00007525
804,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.003372208
805,"        if len(self.children) == 0:\n",0.001696
806,"            return self\n",0.001172083
807,"        else:\n",0.000679542
808,"            self.children = [child.replace_left_refs(replacements) for child in self.children]\n",0.004467458
809,"            return self\n",0.001133708
810,"\n",0.000063584
811,"    def simplify(self) -> Node:\n",0.001503333
812,"        # Simplify children\n",0.00132025
813,"        children = [child.simplify() for child in self.children]\n",0.003050834
814,"        # Remove any fail() children\n",0.001741167
815,"        children = [child for child in children if child != fail()]\n",0.0031845
816,"        _children = []\n",0.001104291
817,"        for child in children:\n",0.001464833
818,"            if isinstance(child, Choice):\n",0.002104041
819,"                _children.extend(child.children)\n",0.002322167
820,"            else:\n",0.000864667
821,"                _children.append(child)\n",0.001883209
822,"        children = _children\n",0.001386291
823,"        if len(children) == 1:\n",0.001458667
824,"            return children[0]\n",0.001462375
825,"\n",0.000161209
826,"        # Merge any choices of sequences with a shared prefix.\n",0.002948
827,"        # It's hard to find the optimal merge strategy, but we do our best by employing a greedy strategy.\n",0.005274042
828,"        # Convert each child into a list of sequents. If the child is not a sequence, wrap it in a singleton list.\n",0.005362125
829,"        # Group each child sequence by its first element.\n",0.002667458
830,"        # For each group, merge on their longest common prefix.\n",0.002979958
831,"        # Recursively simplify the new children.\n",0.002341083
832,"        # Ignore the order of children.\n",0.001856791
833,"        def group_by_first_element(sequences: list[list[Node]]) -> dict[DumbHashable, list[list[Node]]]:\n",0.004874583
834,"            groups = defaultdict(list)\n",0.001818959
835,"            for seq in sequences:\n",0.001569917
836,"                groups[DumbHashable(seq[0])].append(seq)\n",0.002647791
837,"            return groups\n",0.001208666
838,"\n",0.000071125
839,"        sequences = []\n",0.001083125
840,"        for child in children:\n",0.001482792
841,"            if isinstance(child, Seq):\n",0.001946375
842,"                if len(child.children) > 0:\n",0.002064458
843,"                    sequences.append(child.children)\n",0.002464291
844,"            else:\n",0.000852833
845,"                sequences.append([child])\n",0.001984291
846,"\n",0.000082166
847,"        groups = group_by_first_element(sequences)\n",0.002359167
848,"        new_children = []\n",0.001212708
849,"        for first, group in groups.items():\n",0.002072917
850,"            if len(group) == 1:\n",0.001535625
851,"                new_children.append(seq(*group[0]))\n",0.002403542
852,"            else:\n",0.000855291
853,"                prefixes = []\n",0.001407208
854,"                for i in range(min(len(g) for g in group)):\n",0.002765125
855,"                    if len(set(DumbHashable(g[i]) for g in group)) == 1:\n",0.003369292
856,"                        prefixes.append(group[0][i])\n",0.002441875
857,"                    else:\n",0.001211584
858,"                        break\n",0.001443834
859,"                suffixes = [g[len(prefixes):] for g in group]\n",0.002853208
860,"                new_children.append(seq(*prefixes, Choice([seq(*suffix) for suffix in suffixes])))\n",0.004588375
861,"\n",0.000069625
862,"        new_children = [child.simplify() for child in new_children]\n",0.003169125
863,"\n",0.000070709
864,"        if eps() in children:\n",0.001407208
865,"            new_children.append(eps())\n",0.001822167
866,"\n",0.000077917
867,"        if len(new_children) == 1:\n",0.001626541
868,"            return new_children[0]\n",0.001671708
869,"\n",0.000073125
870,"        return Choice(new_children)\n",0.001673
871,"\n",0.000075709
872,"    def copy(self) -> Self:\n",0.001307958
873,"        return Choice([child.copy() for child in self.children])\n",0.003061208
874,"\n",0.0000765
875,"    def __str__(self) -> str:\n",0.001412917
876,"        match self:\n",0.000964375
877,"            case Choice([]):\n",0.001359
878,"                return '\u001b[90mfail\u001b[0m()'\n",0.002902667
879,"            case Choice([Repeat1(child), Seq([])]):\n",0.002429375
880,"                return f'\u001b[32mrepeat0\u001b[0m({str(child)})'\n",0.010824125
881,"            case Choice([Seq([x0, Choice([Repeat1(Seq([sep, x1])), Seq([])])]), Seq([])]) if x0 == x1:\n",0.004853834
882,"                return f'\u001b[32msep0\u001b[0m({str(x0)}, {str(sep)})'\n",0.013576667
883,"            case Choice([child, Seq([])]):\n",0.00201225
884,"                return f'\u001b[32mopt\u001b[0m({str(child)})'\n",0.011713083
885,"            case default:\n",0.00128975
886,"                return f'\u001b[33mchoice\u001b[0m({"", "".join(str(child) for child in self.children)})'\n",0.028332333
887,"\n",0.000112209
888,"\n",0.000073459
889,"@dataclass\n",0.000546167
890,"class Repeat1(Node):\n",0.001099833
891,"    child: Node\n",0.000759542
892,"\n",0.000160959
893,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.003442208
894,"        return seq(self.child, repeat0(self.child)).decompose_on_left_recursion(ref)\n",0.003949709
895,"\n",0.00006475
896,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.00333575
897,"        return seq(self.child, repeat0(self.child)).replace_left_refs(replacements)\n",0.003877292
898,"\n",0.000187584
899,"    def simplify(self) -> Node:\n",0.001509958
900,"        self.child = self.child.simplify()\n",0.002885417
901,"        return self if self.child != fail() else fail()\n",0.002668458
902,"\n",0.000162167
903,"    def copy(self) -> Self:\n",0.001476042
904,"        return Repeat1(self.child.copy())\n",0.001992292
905,"\n",0.000071042
906,"    def __str__(self) -> str:\n",0.001413416
907,"        return f'\u001b[35mrepeat1\u001b[0m({str(self.child)})'\n",0.012701
908,"\n",0.000069541
909,"\n",0.00009525
910,"@dataclass(frozen=True)\n",0.00127875
911,"class Ref(Node):\n",0.000926333
912,"    name: str\n",0.000686458
913,"\n",0.000087791
914,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.00342025
915,"        if self == ref:\n",0.001122709
916,"            return fail(), eps()\n",0.001535208
917,"        else:\n",0.000659
918,"            return self, fail()\n",0.00147975
919,"\n",0.000072125
920,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.00329675
921,"        return replacements.get(self, self)\n",0.002031375
922,"\n",0.000062042
923,"    def simplify(self) -> Node:\n",0.001481959
924,"        return self\n",0.000929833
925,"\n",0.0000615
926,"    def copy(self) -> Self:\n",0.001299542
927,"        return Ref(self.name)\n",0.001388292
928,"\n",0.000076625
929,"    def __str__(self) -> str:\n",0.001387458
930,"        return f'ref(\u001b[31m{repr(self.name)}\u001b[0m)'\n",0.012181334
931,"\n",0.000070167
932,"\n",0.000071792
933,"@dataclass(frozen=True)\n",0.0011485
934,"class Term[T](Node):\n",0.000989708
935,"    value: T\n",0.000617
936,"\n",0.000068708
937,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.003480708
938,"        return self, fail()\n",0.001303708
939,"\n",0.000092042
940,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.003321458
941,"        return self\n",0.000945041
942,"\n",0.000421
943,"    def simplify(self) -> Node:\n",0.001550375
944,"        return self\n",0.000936916
945,"\n",0.000062583
946,"    def copy(self) -> Self:\n",0.001305334
947,"        return Term(self.value)\n",0.001515417
948,"\n",0.00006975
949,"    def __str__(self) -> str:\n",0.001397333
950,"        return f'term(\u001b[36m{repr(self.value)}\u001b[0m)'\n",0.01244975
951,"\n",0.000070583
952,"\n",0.000074334
953,"@dataclass(frozen=True)\n",0.00115575
954,"class EpsExternal[T](Node):\n",0.001326292
955,"    data: T\n",0.000581291
956,"\n",0.000063875
957,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.00347075
958,"        return self, fail()\n",0.001320541
959,"\n",0.000121333
960,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.0033085
961,"        return self\n",0.000937583
962,"\n",0.0000725
963,"    def simplify(self) -> Node:\n",0.001477584
964,"        return self\n",0.000928625
965,"\n",0.000063292
966,"    def copy(self) -> Self:\n",0.001334208
967,"        return EpsExternal(self.data)\n",0.001757625
968,"\n",0.000063084
969,"    def __str__(self) -> str:\n",0.001403458
970,"        return f'eps(\u001b[36m{repr(self.data)}\u001b[0m)'\n",0.011738625
971,"\n",0.000075334
972,"\n",0.000071625
973,"@dataclass\n",0.000527666
974,"class Lookahead(Node):\n",0.001082625
975,"    child: Node\n",0.000754375
976,"\n",0.000075958
977,"    def decompose_on_left_recursion(self, ref: Ref) -> tuple[Node, Node]:\n",0.003455916
978,"        return self, fail()\n",0.001324625
979,"\n",0.0000715
980,"    def replace_left_refs(self, replacements: dict[Ref, Node]) -> Node:\n",0.003327667
981,"        return self\n",0.000944875
982,"\n",0.000063042
983,"    def simplify(self) -> Node:\n",0.001484542
984,"        self.child = self.child.simplify()\n",0.001983666
985,"        return self if self.child != fail() else fail()\n",0.002620375
986,"\n",0.000063208
987,"    def copy(self) -> Self:\n",0.001299083
988,"        return Lookahead(self.child.copy())\n",0.002033459
989,"\n",0.00006225
990,"    def __str__(self) -> str:\n",0.001469959
991,"        return f'\u001b[35mlookahead\u001b[0m({str(self.child)})'\n",0.011904916
992,"\n",0.00007475
993,"# Core combinators\n",0.000911375
994,"def seq(*children: Node) -> Seq: return Seq(list(children))\n",0.002815958
995,"def choice(*children: Node) -> Choice: return Choice(list(children))\n",0.003194041
996,"def repeat1(child: Node) -> Repeat1: return Repeat1(child)\n",0.002717042
997,"def ref(name: str) -> Ref: return Ref(name)\n",0.002107167
998,"def term(value: str) -> Term: return Term(value)\n",0.002277584
999,"def eps_external[T](data: T) -> EpsExternal[T]: return EpsExternal(data)\n",0.003399708
1000,"def lookahead(child: Node) -> Lookahead: return Lookahead(child)\n",0.003021375
1001,"\n",0.000295625
1002,"\n",0.000128
1003,"# Derived combinators\n",0.001029333
1004,"def eps() -> Seq: return Seq([])\n",0.001571542
1005,"def fail() -> Choice: return Choice([])\n",0.001846541
1006,"def opt(child: Node) -> Node: return choice(child, eps())\n",0.00268675
1007,"def repeat0(child: Node) -> Node: return opt(repeat1(child))\n",0.002824917
1008,"def sep1(child: Node, sep: Node) -> Node: return seq(child, repeat0(seq(sep, child)))\n",0.003959834
1009,"def sep0(child: Node, sep: Node) -> Node: return opt(sep1(child, sep))\n",0.003356542
1010,"\n",0.000341291
1011,"\n",0.0000755
1012,"def prettify_rule(ref: Ref, node: Node) -> str:\n",0.002245584
1013,"    s = StringIO()\n",0.000883959
1014,"    if isinstance(node, Choice):\n",0.001574625
1015,"        match node:\n",0.000947708
1016,"            case Choice([]):\n",0.001465459
1017,"                s.write(f'{ref} -> {node}\n')\n",0.00778225
1018,"            case Choice([Repeat1(child), Seq([])]):\n",0.019176375
1019,"                s.write(f'{ref} -> {node}\n')\n",0.018429292
1020,"            case Choice([Seq([x0, Choice([Repeat1(Seq([sep, x1])), Seq([])])]), Seq([])]) if x0 == x1:\n",0.035002875
1021,"                s.write(f'{ref} -> {node}\n')\n",0.019949375
1022,"            case Choice([child, Seq([])]):\n",0.018910541
1023,"                s.write(f'{ref} -> {node}\n')\n",0.021204125
1024,"            case default:\n",0.014574333
1025,"                s.write(f'{ref} -> \u001b[33mchoice\u001b[0m(\n')\n",0.024605125
1026,"                for child in node.children:\n",0.026115292
1027,"                    s.write(f'    {child},\n')\n",0.026111709
1028,"                s.write(')\n')\n",0.033929125
1029,"    elif isinstance(node, Seq) and len(node.children) >= 2:\n",0.085737958
1030,"        s.write(f'{ref} -> \u001b[32mseq\u001b[0m(\n')\n",0.016885334
1031,"        for child in node.children:\n",0.043368708
1032,"            s.write(f'    {child},\n')\n",0.026463291
1033,"        s.write(')\n')\n",0.041459417
1034,"    else:\n",0.024112333
1035,"        s.write(f'{ref} -> {node}\n')\n",0.029491167
1036,"    return s.getvalue().strip()\n",0.059643417
1037,"\n",0.002035834
1038,"\n",0.001623208
1039,"def prettify_rules(rules: dict[Ref, Node]):\n",0.024871375
1040,"    s = StringIO()\n",0.011088833
1041,"    for ref, node in rules.items():\n",0.01688075
1042,"        s.write(prettify_rule(ref, node) + '\n')\n",0.036537667
1043,"    print(s.getvalue().strip())\n",0.0571245
1044,"\n",0.001379375
1045,"\n",0.00194325
1046,"if __name__ == '__main__':\n",0.016035542
1047,"    def make_rules(**kwargs):\n",0.012529
1048,"        return {Ref(name): kwargs[name] for name in kwargs}\n",0.044836666
1049,"\n",0.002014417
1050,"\n",0.00185625
1051,"    # Show off the pretty-printing\n",0.017655458
1052,"    rules = make_rules(\n",0.02696175
1053,"        A=seq(term('a'), term('b')),\n",0.052653458
1054,"        B=choice(term('x'), term('y')),\n",0.049499
1055,"        C=repeat1(term('c')),\n",0.029076709
1056,"        D=ref('A'),\n",0.023841292
1057,"        E=eps(),\n",0.038233833
1058,"        F=fail(),\n",0.026759625
1059,"        G=opt(term('g')),\n",0.040780083
1060,"        H=repeat0(term('h')),\n",0.046843959
1061,"        I=sep1(term('i'), term(',')),\n",0.071448417
1062,"        J=sep0(term('j'), term(';'))\n",0.06758275
1063,"    )\n",0.006424334
1064,"    prettify_rules(rules)\n",0.02469625
1065,"    print()\n",0.010203333
1066,"\n",0.001371166
1067,"    # Resolve left recursion\n",0.013609334
1068,"    rules = make_rules(\n",0.017556541
1069,"        A=choice(seq(ref('A'), term('a')), term('b')),\n",0.054681583
1070,"    )\n",0.003923542
1071,"    print(infer_rule_types(rules))\n",0.032368792
1072,"    validate_rules(rules)\n",0.02330225
1073,"\n",0.001365666
1074,"    rules = resolve_left_recursion(rules)\n",0.031301959
1075,"    prettify_rules(rules)\n",0.024876333
1076,"    print(infer_rule_types(rules))\n",0.032487041
1077,"    validate_rules(rules)\n",0.02324475
1078,"    print()\n",0.010192083
1079,"\n",0.001932333
1080,"    # Test nullable rules\n",0.012570125
1081,"    rules = make_rules(\n",0.017920875
1082,"        A=choice(seq(ref('B')), term('b')),\n",0.0368005
1083,"        B=choice(term('a'), eps()),\n",0.032934875
1084,"    )\n",0.004185542
1085,"    nullable_rules = get_nullable_rules(rules)\n",0.0368395
1086,"    print(f""Nullable rules: {nullable_rules}"")\n",0.045880375
1087,"    assert nullable_rules == {Ref('A'), Ref('B')}\n",0.088628959
1088,"\n",0.001609167
1089,"    # Test simplifying with common prefixes\n",0.024018458
1090,"    expr = choice(\n",0.016660166
